timestamp,x,y,z
1779770046944,1.188272284521535,-9.498695226940512,-1.956213124603778
1779770046960,1.3584101669311524,-9.440485614556074,-2.0531784379705784
1779770046977,1.320701417718455,-9.512759992650151,-1.9671366696782409
1779770046994,1.1032779794555156,-9.452007710045576,-1.976414054980874
1779770047011,0.9705494979858398,-9.41744142357707,-2.023999397498369
1779770047027,0.8271964543882757,-9.479989357426762,-2.086098710797727
1779770047044,0.8940844632688909,-9.528921438378095,-2.0745764691777526
1779770047061,0.9416695865906775,-9.54463514033854,-2.07158386323303
1779770047077,1.006462303692475,-9.520691370171308,-2.0115791841253636
1779770047094,1.015590343652293,-9.492409863060713,-2.004695708221942
1779770047111,1.0561422073364257,-9.516651739391683,-2.0242982343144713
1779770047127,1.1227309410095214,-9.48732393809855,-2.0186127360239623
1779770047144,1.1073181947570294,-9.456347785076499,-1.9993087544865904
1779770047161,1.096394795813039,-9.463232283893227,-1.983148623932898
1779770047177,1.059583726092428,-9.481935815319419,-2.0124767174869773
1779770047194,1.0733503856383264,-9.496001750072836,-2.0596131471931933
1779770047211,1.0654195926390588,-9.491810728123783,-2.0584151695802806
1779770047227,1.0625763320371509,-9.468766537144779,-2.0524298115603625
1779770047244,1.0281596831724047,-9.480587907841802,-2.0220535241276023
1779770047261,1.0140941137451678,-9.494954286846518,-2.0078385362923146
1779770047277,1.0102033899169414,-9.552115851482748,-2.0208564232975244
1779770047294,1.0425251123290509,-9.51261152409017,-2.038813520270586
1779770047311,1.0600328580994158,-9.508421671184896,-2.0165173711799085
1779770047327,1.1149497856140136,-9.49420609882772,-2.03941177842468
1779770047344,1.1366471650939434,-9.476997189873456,-2.067692993274331
1779770047361,1.1064203691344707,-9.473405887383223,-2.0838544390022755
1779770047377,1.1143510890685022,-9.412055054363607,-2.0479412679694593
1779770047394,1.0911574066162109,-9.426419679802656,-1.9982614373907446
1779770047411,1.0875661771912126,-9.452906120190024,-2.0020023774847386
1779770047427,1.134402674102783,-9.446171843498945,-2.050484668841958
1779770047444,1.149665636621043,-9.421780914086103,-2.037017284503579
1779770047461,1.1400886838499456,-9.433003734368086,-2.0410574998050928
1779770047477,1.1381436141967773,-9.438241050499677,-2.0519813371405005
1779770047494,1.1291653579711913,-9.486575165557861,-2.042255331287533
1779770047511,1.1058216725889594,-9.515753329247236,-2.0528793088935315
1779770047527,1.0468645297728478,-9.50617652260661,-2.0444994569525123
1779770047544,1.0414776491027324,-9.503333408135175,-2.063054519818723
1779770047561,1.0561421342711894,-9.514107900127767,-2.0356711305916306
1779770047577,1.0437222862243651,-9.51934463173747,-2.0322288811832667
1779770047594,1.0691604596678166,-9.47490226342082,-2.0603607506901023
1779770047611,1.0733504587035625,-9.48178500867188,-2.0317801145024594
1779770047627,1.0676641566954552,-9.553013677105307,-2.0629050283454355
1779770047644,1.1385924539428203,-9.524282672661542,-2.0810108861394223
1779770047661,1.1358988309446723,-9.508570139744878,-2.0663464009709656
1779770047677,1.1239280418395996,-9.453204810875654,-2.076372266553342
1779770047694,1.0694598810058087,-9.420583228734134,-2.0485398183844983
1779770047711,1.0558427859984338,-9.43719358727336,-2.060061475482583
1779770047727,1.0740986467223614,-9.45589887226522,-2.068142198346555
1779770047744,1.1085152955871074,-9.471461183056235,-2.058265824237466
1779770047760,1.1314101412232964,-9.479542782703042,-2.0421055475533008
1779770047777,1.139340568896383,-9.483581828960777,-2.0370177228949964
1779770047793,1.1370960779052226,-9.478343928307295,-2.058864374652505
1779770047810,1.1327566604614256,-9.503633267864585,-2.0787661759525538
1779770047827,1.1070187734190373,-9.542837735527753,-2.08265689978078
1779770047844,1.0450688785277307,-9.515005141228437,-2.0810111784003675
1779770047860,1.0238204849243164,-9.502286529430746,-2.055273510553688
1779770047877,0.9519944351196289,-9.539545708245038,-2.012926068689674
1779770047894,0.9394248764038086,-9.548823824200033,-2.0388129357486964
1779770047911,0.9715970342773944,-9.52548035801351,-2.058714737048745
1779770047926,1.0420761995177716,-9.476399223980307,-2.061109230969846
1779770047944,1.0455178644042462,-9.471610820659995,-2.059762346405536
1779770047961,1.024568599877879,-9.4868732717216,-2.0480907594427467
1779770047977,1.0372878692626952,-9.470113860100508,-2.0437514150641856
1779770047994,1.0815805269103496,-9.406368825420737,-2.095675517438352
1779770048010,1.103128341851756,-9.40502150246501,-2.0992669660590586
1779770048027,1.0919057407654822,-9.407865201458334,-2.1312892671331762
1779770048044,1.070507344232127,-9.400532958874106,-2.1484972993046045
1779770048061,1.0745475595336407,-9.400382736748456,-2.1520890401862562
1779770048077,1.0438720699585973,-9.445723515209554,-2.173786492731422
1779770048094,1.0099040416441858,-9.469066396874188,-2.170045552637428
1779770048111,0.9871591989379376,-9.4931586356014,-2.1384720182441175
1779770048127,0.982520506286621,-9.481488071551919,-2.141016003638506
1779770048144,0.967556599780172,-9.500939206475019,-2.1054019616827366
1779770048160,0.9506477697510272,-9.513508765190839,-2.088343128723651
1779770048177,0.9274538681030273,-9.518597028240562,-2.0971717473454774
1779770048194,0.9484033518251032,-9.476998358917236,-2.076372412683815
1779770048210,0.9717464526854455,-9.458293073925375,-2.081160816004127
1779770048227,1.000626729406789,-9.426270626720786,-2.0940295037969947
1779770048244,1.011849476623535,-9.446920031517744,-2.1019602967962623
1779770048261,1.0223239627562464,-9.489417110985517,-2.1133324624210594
1779770048277,1.022024760613963,-9.492111172375083,-2.1260519510015845
1779770048294,0.998681440557912,-9.476998943439126,-2.13353426958099
1779770048311,0.9377788627624511,-9.448416992077231,-2.1715414902836083
1779770048327,0.9265558963499962,-9.46098655079305,-2.184410324206948
1779770048343,0.9090484428405761,-9.49286052943766,-2.231995666724443
1779770048360,0.9096469932556152,-9.526228546032309,-2.186056483978778
1779770048377,0.9476547984801232,-9.518147530907392,-2.1883007557742298
1779770048394,1.0622773490905761,-9.471161907848716,-2.1663043202824888
1779770048410,1.112256381811574,-9.432705043682455,-2.1806695302434265
1779770048427,1.1128550052918493,-9.421931136211752,-2.1704943193182347
1779770048444,1.0863690032958984,-9.452457207378744,-2.1996733597904443
1779770048461,1.0546457582335917,-9.46816915577352,-2.203115463068336
1779770048477,1.0529996715269982,-9.466223866924643,-2.208352486938983
1779770048494,1.0369885209899394,-9.465475678905845,-2.2264586369939146
1779770048510,1.0594342346191405,-9.434949607738853,-2.263419417383522
1779770048527,1.0613795965332538,-9.432855850329995,-2.2780841948129233
1779770048544,1.0146924449644983,-9.482683418816327,-2.30127758500427
1779770048560,1.0588355380736292,-9.501537756890057,-2.338686985944211
1779770048577,1.097143056897074,-9.491663428607582,-2.350508356641233
1779770048594,1.120785871356353,-9.532065581622719,-2.3130989557012915
1779770048611,1.0928032010618596,-9.54553121239543,-2.324171846118569
1779770048627,1.0709563301086424,-9.502286529430746,-2.316540620587766
1779770048644,1.0286088151793926,-9.439887064141034,-2.349460747284442
1779770048661,1.053897570214793,-9.44916459557414,-2.335544157873839
1779770048677,1.0464159092225134,-9.43614670856893,-2.396147825787961
1779770048694,1.124676083727926,-9.367463048443197,-2.540548113416135
1779770048710,1.0916060271665453,-9.349954864281415,-2.6424510293155907
1779770048727,1.0661677806578576,-9.354145301708579,-2.6999124536812302
1779770048744,1.0154407060485333,-9.39828839481771,-2.7623110421881076
1779770048760,0.9867102861266582,-9.437793306732177,-2.758570102094114
1779770048777,0.9859620981078594,-9.401580422100425,-2.801067473822832
1779770048794,1.010652375793457,-9.308355025914311,-2.8143849282965063
1779770048810,1.0372877231322228,-9.295037863701582,-2.926612546594441
1779770048827,1.0404299666807055,-9.30865430112183,-2.991555558887124
1779770048844,1.0211269349914043,-9.301023952373862,-3.006220044055581
1779770048860,0.9000702596802264,-9.36043008106649,-3.0765500100836154
1779770048877,0.8206126190185546,-9.34097660805583,-3.1004917344242333
1779770048894,0.7308299106322228,-9.272143310326337,-3.151668087171018
1779770048910,0.651073140893504,-9.31374373321533,-3.3026524293646213
1779770048927,0.6028897594176232,-9.355492040142416,-3.429994030164182
1779770048944,0.5033807529173792,-9.40397462376058,-3.4289465669378636
1779770048961,0.32231932543329894,-9.38526933876872,-3.5461128106817603
1779770048977,0.2383725566588342,-9.342622621697187,-3.687370708630979
1779770048994,0.20605101690981537,-9.217525000432133,-3.751415018518269
1779770049010,0.06224926143037155,-9.2060046585083,-3.6746518045723437
1779770049027,-0.1415572827545926,-9.223959417393804,-3.8391029465824364
1779770049044,-0.20859472602627938,-9.172185975536703,-3.9001550889164207
1779770049060,-0.2389712532043457,-9.216777981457113,-3.8610999665960666
1779770049077,-0.37274727096557614,-9.21333631657064,-3.9068887810856103
1779770049094,-0.568024270806834,-9.047837126812338,-4.121618450219929
1779770049110,-0.6244375743590295,-8.981098171013594,-4.14990024959147
1779770049127,-0.7326254888121039,-8.987981500786542,-4.161721620288491
1779770049144,-1.1219826799254864,-8.930371023339033,-4.202123481042683
1779770049161,-1.3061863509580491,-8.850314905327558,-4.179079290063679
1779770049177,-1.4698900356017053,-8.866625988659262,-4.223522242902219
1779770049193,-1.7310075080320237,-8.819788834160565,-4.454412773242592
1779770049210,-1.9327189979001878,-8.760532343071699,-4.419696849170327
1779770049227,-2.0792142119809984,-8.695889482769369,-4.445434809277952
1779770049243,-2.3350942221492526,-8.482804950493573,-4.278588296563923
1779770049260,-2.7828099325984716,-8.391077099388838,-4.323928782764077
1779770049277,-2.9975404785156248,-8.321197507476807,-4.33455363715291
1779770049294,-3.2020950828552244,-8.196847489708661,-4.42747829682678
1779770049311,-3.083731446020305,-8.07653885628581,-4.395006352289021
1779770049327,-3.2294784720823166,-8.094645006340741,-4.259285045678913
1779770049343,-3.8181528052732348,-8.069506473430991,-4.2266646325811745
1779770049361,-4.314800012151896,-7.927948715752363,-4.193744359754025
1779770049377,-4.529380335943401,-7.8227540648311376,-4.272153879602254
1779770049394,-4.694280975286662,-7.687780361717939,-4.149152353833616
1779770049410,-4.723011102947592,-7.571511359074711,-4.16531263051778
1779770049427,-4.817282793316245,-7.534103711700439,-4.129549827741086
1779770049443,-5.024231014794111,-7.442225053948164,-3.9972698937565085
1779770049460,-5.364656563347578,-7.2517363843619815,-3.8787566193178296
1779770049477,-5.748777461242676,-7.071871984642744,-3.9260423943668603
1779770049494,-5.871629349407553,-7.020697093200683,-3.924246450860798
1779770049510,-5.934028230175375,-6.922533656090498,-3.862745687976479
1779770049527,-5.94375467441976,-6.843525585827231,-3.8102231813177463
1779770049544,-6.121375094604492,-6.6135325888484715,-3.738247493909299
1779770049561,-6.282983122143149,-6.464942448315024,-3.725677935193479
1779770049577,-6.480055846294761,-6.409575950402021,-3.665971946771443
1779770049594,-6.63343439014852,-6.343885042351484,-3.6583407212406396
1779770049610,-6.6985261632621285,-6.194696351402998,-3.5600288155704733
1779770049627,-6.83125530231893,-6.025606443676352,-3.555988892529905
1779770049644,-6.859237534222006,-5.944353809356689,-3.5139407258734106
1779770049660,-7.047481639751791,-5.679345613098144,-3.4994258783087133
1779770049677,-7.0839932150691745,-5.615899269104004,-3.475334224103391
1779770049694,-7.283011228069663,-5.547214439934492,-3.4328371446356174
1779770049710,-7.4389336111873385,-5.322908256420493,-3.405902083697915
1779770049727,-7.472602072033285,-5.1134161956787105,-3.3735806535467505
1779770049744,-7.522431394085288,-5.061341725048423,-3.390190427564084
1779770049760,-7.617900185284018,-4.872648414446413,-3.337517991040647
1779770049777,-7.612662284630536,-4.8563379156365984,-3.224541600202024
1779770049794,-7.7031936194270845,-4.723759290966392,-3.243695213483274
1779770049810,-7.866148969921469,-4.587289796337485,-3.2662904916509983
1779770049827,-7.845349342998862,-4.4799999267026775,-3.312528511212766
1779770049844,-7.905353437584638,-4.367472156414389,-3.2814035973697897
1779770049860,-8.002618464550375,-4.125956771685183,-3.23337021882385
1779770049877,-7.945757344165444,-4.257040189361572,-3.2279832650884983
1779770049894,-8.044068080791831,-4.105905625042319,-3.145233670209348
1779770049910,-8.062623143658042,-4.011035384258627,-3.1043828966438767
1779770049927,-7.959223559460043,-3.9107787742614746,-3.1341604875311253
1779770049944,-8.149712813568115,-3.786578978618979,-3.1994021905094385
1779770049960,-8.132353682488203,-3.6996395308345553,-3.0907649979189036
